1061	 I just had a breast biopsy for cancer. What are the most common types? 
1062	 Once it breaks out, how likely is it to spread? 
1063	 How deadly is it? 
1064	 What? No, I want to know about the deadliness of lobular carcinoma in situ. 
1065	 Wow, that's better than I thought.  What are common treatments? 
1066	 How does it behave differently from PLCIS? 
1067	 What makes lobular cancer distinct? 
1068	 For the first stage, what are the alternatives to surgery? 
1069	 No, I meant for lobular. 
10610	 Does freezing work? 
1071	 How do I build a cheap driveway? 
1072	 Which is cheaper: concrete or asphalt? 
1073	 Really?  What type of product? 
1074	 Who knew?  Which is more environmentally friendly? 
1075	 No.  Which type of driveway is better for the environment? 
1076	 And most low-maintenance? 
1077	 Really? What about asphalt? 
1078	 Is sealing worth it? 
1081	 How can fires help an ecosystem? 
1082	 Give me some examples. 
1083	 Cool name!  What are other fire-followers? 
1084	 Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture? 
1085	 Can it cause desertification? 
1086	 What does it mean to be tired? 
1087	 That sounds like organic farming.  How are they related? 
1088	 Does organic farming reduce global warming, and if so, how? 
1091	 Why do cats eat plastic? 
1092	 Will it kill him? 
1093	 What?  No.  Will eating plastic kill my cat? 
1094	 How do I get him to stop? 
1095	 Should I get a second one? 
1096	 What are his desires? 
1097	 What does the slow blink mean? 
1101	 What are the benefits of cow milk? 
1102	 What about an alternative. I’ve heard it's also made from almonds? 
1103	 Which is healthiest? 
1104	 No, the vegan ones. Which of those alternatives is healthiest? 
1105	 Can I make it at home? 
1106	 Oat seems popular now.  Why? 
1107	 I’m going to bake some cookies. Which one would be the best to use? 
1108	 What would be second best? 
1109	 What is the best in my morning latte? 
11010	 I didn’t expect that. Really, hemp? Say more. 
1111	 I saw a Tesla Roadster today which made me wonder, what is the world’s fastest car? 
1112	 What is the first based on? 
1113	 How fast can the unmodified base car go? 
1114	 No, I meant the Lotus. 
1115	 Can any go over 300 mph? 
1116	 What is the origin of funny cars? Why do they call them that? 
1117	 How fast did it go? 
1118	 No, I meant the funny car.  But, that’s interesting. I heard it has a ludicrous mode. How does its quickness compare to the Venom? 
1119	 It sounds like the Tesla is very competitive.  What makes its engine unique compared with gas ones? 
11110	 I heard they’ve been working on something even faster. 
11111	 Is the Roadster related to the other super cars we’ve talked about? 
1121	 What’s the history of steroid use in sports in the US? 
1122	 What were Ziegler’s improvements? 
1123	 Why are they banned? 
1124	 Are there visible signs? 
1125	 That sounds easy to spot.  How do they get away with it? 
1126	 What is the NFL policy? 
1127	 Isn’t that speed? 
1128	 What is the difference between the two policies? 
1129	 I heard it even affects card players. Didn't bridge also have a problem? 
11210	 I know what bridge is. I heard there was a drug scandal recently. 
11211	 Does the article have more about it? 
1131	 How do genes work? 
1132	 What other diseases are caused by a single change? 
1133	 What are the other types of diseases? 
1134	 You missed the second type of disease.  What was that? 
1135	 That’s not what I wanted. How about recent developments in gene therapy to treat those defects? 
1136	 What are they worried about? 
1137	 No, I meant in humans. 
1138	 It sounds like it could be used in many places. What other types of organisms has it been tried on? 
1139	 I’ve heard a lot about RNA recently. Can it be used to edit that too? 
11310	 What’s the difference between the types you mentioned? 
11311	 That’s too basic, I’d like a more scientific explanation. 
11312	 The developments sound exciting. What are the commercial issues using it? 
11313	 What are the alternatives to avoid licensing issues? 
1141	 I’m a runner and I’ve been feeling tired. My doctor said my ferritin count is slightly low. What should I do next? 
1142	 How about my diet, what should I consider changing? 
1143	 No, I meant to help my ferritin specifically. 
1144	 What is the difference between the two types? 
1145	 I’m vegetarian. So, what can I do to improve it and increase my levels? 
1146	 I heard eating eggs might help. 
1147	 I’m also a woman over 50. How many do I need to eat to get the recommended amount? 
1148	 I’m starting to train for a marathon, what should I consider? 
1149	 No, I’m starting to train for a marathon, what is a one week diet? 
1151	 How are mental health disorders perceived and addressed around the world? 
1152	 What are the causes of stigma in Africa? 
1153	 Could you expand on some of these methods? 
1154	 How effective are these methods and could they be combined with Western medicine? 
1155	 Okay. Now, what about the causes in Asia? 
1156	 Is there a relationship between these values and mental illness in the region? 
1157	 Wow. Besides these values, what other factors could cause stigmatization? 
1158	 What about the causes in North America? 
1159	 Hmm. What has the Alliance done to help? 
11510	 I found the Indian student's approach to treating depression interesting. Have their approaches been tried elsewhere? 
11511	 Can you tell me more about Chibanda's approach? How effective has it been? 
1161	 How are literary devices used in Biblical poetry? 
1162	 That's interesting. How is it defined? 
1163	 How did those traditions affect them? 
1164	 That's interesting about Christianity. How are devices used in Islamic ones? 
1165	 Okay. How does the use of rhyme in Biblical poetry compare? 
1166	 Why didn't it use rhymes as much? 
1167	 Ahh, it seems like rhyming and parallelism share similar functions. How did both types of poetry influence other kinds of poetry? 
1168	 Did Biblical poetry have a similar impact? 
1171	 A friend said there were massive protests in Nigeria towards the end of 2020. What happened? 
1172	 Why was the Squad established in the first place? 
1173	 What's an example of those reasons? 
1174	 How did the international community respond? 
1175	 Okay, but I meant their response to the EndSars protests. 
1176	 Did that help? 
1177	 My friend also mentioned that women were instrumental to the movement. What was their role? 
1178	 That's cool. Tell me more about them. 
1179	 There was mention of the protection of Black lives earlier. How is it related to this movement? 
11710	 What role did women play in that? 
1181	 I like fashion and animals. What career options should I consider? 
1182	 Becoming a fashion designer sounds interesting. What's the job outlook? 
1183	 How can I get a degree in it? 
1184	 Okay. What does the portfolio usually consist of? 
1185	 What are the common entry requirements for the degree? 
1186	 I’ll consider those. How about my options for my other interest? 
1187	 Not quite. I want to know about career opportunities related to animals. 
1188	 How do I become a vet? 
1189	 What are the other steps? 
11810	 I understand that licenses are required. Tell me more about that. 
11811	 What about a way to combine both of my interests? 
1191	 My dog has been shaking and tilting its head a lot recently. What could be wrong? 
1192	 I just checked and there’s swelling in the outer portion. What could it be? 
1193	 How dangerous could these be? 
1194	 I live in a remote area. How can I treat it at home? 
1195	 My cat is also having similar symptoms. Would that work for her as well? 
1196	 Thanks. I am also worried that they are susceptible to the coronavirus. 
1197	 Okay, but I also heard that a few have been reported to be infected. 
1198	 How can I protect them? 
1199	 Ok. But what about my dog? 
1201	 Why did Michael Jackson go so far to alter his appearance? 
1202	 What else was it about? 
1203	 Okay. Did the diet help? 
1204	 Never mind. Tell me more about the Pepsi commercial. 
1205	 How so? 
1206	 Okay. How did it affect his art and legacy? 
1211	 I remember there was a global coffee shortage some time ago. Can you tell me more about that? 
1212	 What caused the drought? 
1213	 I also heard that other Latin American countries had coffee production issues. Was the disruption widespread? 
1214	 It sounds like they are not related. What are its origins? And how did it spread? 
1215	 Okay. The US government tried to help the situation. What did they do to help? 
1216	 No, I want to know what they did to help with the coffee rust epidemic in Latin America. 
1217	 Okay. What did big coffee companies do? How did they try to help? 
1218	 How did all these affect global consumption? 
1219	 That’s interesting, consumption is not very elastic. Would investing in it make sense? 
1221	 I heard Bernie Sanders was ill recently. What happened? 
1222	 What did the doctors do? 
1223	 How did it affect the campaign? 
1224	 How did he attempt to regain the public's confidence? 
1225	 Okay. What did the records say? 
1226	 Okay, I'd like to know more about his decision. 
1227	 What about the other candidates? Did they release theirs? 
1228	 Should there be an age limit on the presidency? 
1231	 I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? 
1232	 Okay. Should I try CrossFit? 
1233	 That sounds very intense but useful for me. How does it compare with just weightlifting? 
1234	 I would rather be safe. Do the positives outweigh the negatives? 
1235	 I’ve got four weeks. What about cardio? 
1236	 Okay. What role will diet play? 
1237	 What other meal frequencies can I try? 
1238	 Which one’s better? 
1239	 Okay. I would eventually like to spend time with my baby while working out too. Do you have any ideas for that? 
1241	 I just watched the first Jurassic Park movie and I got interested in dinosaurs and their time on earth. Can you tell me about the time when dinosaurs actually existed? 
1242	 Hmm. What else was characteristic about that era? 
1243	 Can you tell me more about the fossil records and the theory? 
1244	 What was it like during the time dinosaurs were on earth? 
1245	 That's really cool. Could such a continent form again? 
1246	 Okay. You mentioned three periods in the Dinosaur era. What was characteristic about the first one? 
1247	 What about the second? 
1248	 And the last? 
1249	 What happened to dinosaurs after then? 
12410	 How do the evolution of dinosaurs across the three periods compare? 
12411	 That's interesting. How scientifically accurate was the movie? 
1251	 I’d like to learn more about frogs. What’s the biggest one? 
1252	 What's been done to protect them? 
1253	 Has that been effective? 
1254	 How can I help? 
1255	 Okay, that’s the biggest.  What is the smallest? 
1256	 Why would leaf litter affect its size? 
1261	 I want to go on vacation somewhere in Europe with good food. What are some beautiful places? 
1262	 Yes, it'll be my first time. Where should I consider? 
1263	 What should I not miss on the Coast? 
1264	 What food is it known for? 
1265	 Duomo?  What’s that? 
1266	 Cool!  What kinds of innovations? 
1271	 Why is it important to reduce runoff in urban areas? 
1272	 What practices could I use at home to help? 
1273	 Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider? 
1274	 I live in Seattle and have a big lawn. How big should it be? How much can I save? 
1275	 That sounds like a lot of water. How big are normal barrels? And what material should I get? What are the pros and cons of different materials? 
1276	 Is it safe to use on my garden? 
1277	 What else should I consider when installing it? 
1278	 You also mentioned rain gardens earlier. How do they compare? 
1279	 I’ll try the garden too. What are some native plants for my area that I could use? 
1281	 What’s the science behind why we drink alcohol? 
1282	 What are the causes of it? 
1283	 Who is at high risk? 
1284	 What is a safe amount to drink daily? 
1285	 What do the guidelines say for pregnant women? Why? 
1286	 But I’ve heard that pregnant women in France drink wine with dinner. Is that true? 
1287	 So you mean that the US suggestion may be too strict? What is the French government's attitude? 
1288	 Tell me about the findings from the Lancet study you mentioned. What advice did it give for safety? 
1289	 I’d like to stop. What are some treatment options? 
12810	 No, I meant drinking alcohol. What are some rehab treatment options to consider? 
1291	 What are the mechanisms of depression? 
1292	 What is the role of serotonin? 
1293	 How can I balance it? 
1294	 What foods boost it? 
1295	 How does the phenylalanine convert to tyrosine? 
1296	 Can these drugs alleviate depression? 
1297	 Does this theory explain the cause of depression? 
1298	 Can a person have both at the same time? 
1299	 No, I meant mania and depression. 
12910	 What are the types of bipolar? 
1301	 Who are the greatest catchers of all time? 
1302	 What was he known for? 
1303	 Who won his award? 
1304	 Who was the next Rookie of the Year for the team after him? 
1305	 Did Bench make it into Cooperstown? 
1306	 Was he married? 
1307	 I’d like to know about the first two marriages. 
1308	 Does Bobby play baseball? 
1309	 Interesting. How old was he when they got divorced? 
1311	 I saw an online ad for a house with descriptions saying it has a heat pump. What is that? 
1312	 What are some other choices to heat my home? 
1313	 What are the pros and cons between a gas furnace and a heat pump? 
1314	 A heat pump seems very suitable for my house. How much does it cost to install one? 
1315	 Which type is better in terms of efficiency? 
1316	 How many years will it take to recoup the investment? 
1317	 That’s great. What makes it so efficient? 
1318	 Cool science. But I’ve heard some horror stories about air-source ones. 
1319	 Tell me about AC systems. 
13110	 How is it different from a heat pump? 
